i,t,m,Energy,Protein,Vitamin A,Vitamin D,Vitamin E,Vitamin C,Vitamin B-6,Vitamin B-12,Calcium,Magnesium,Iron,Zinc
0085-003-001,2019-20,Mainland Other Urban,0.6367743945346569,0.7109955915615714,0.22066484591797897,0.06558212532443722,0.13004243838882532,0.059712626593622656,0.6281041358814534,0.7070082276633115,0.10111732988652837,0.702721931261066,0.46639866743011843,0.5841663138263486
0086-001-001,2019-20,Dar Es Salaam,0.5352482756660698,0.5661151005215399,0.11288574004834827,0.02966221338141313,0.11723826008712449,0.037090053366770244,0.5297309527120114,0.35232382105381127,0.06885289529201737,0.6474853860257532,0.40573923896940023,0.4780934176330803
0087-001-001,2019-20,Mainland Rural,0.737316138244127,0.8192510105215608,0.25275568213937827,0.06808667672884393,0.1525673743529136,0.07954645223175587,0.7473848089673439,0.7926158713020847,0.12000850167547412,0.8239050786639526,0.5464087475380677,0.6825397863888465
0087-001-002,2019-20,Mainland Rural,0.6033220353331225,0.6387503446334222,0.11468649673638603,0.034899857940523846,0.1466513407705578,0.03134877631453617,0.6347436905790987,0.4151236067350253,0.08173236379935249,0.7761975279972105,0.4931823369263389,0.5537598403726177
0088-001-001,2019-20,Mainland Rural,0.6919264836301838,0.7184626444175559,0.08501886021139744,0.020552966200657895,0.1974940419556184,0.03271668955035783,0.7963614913556264,0.3078735829767469,0.0854151359976106,1.012454256594074,0.6339935116621749,0.6520173263452875
0089-001-001,2019-20,Mainland Rural,0.6180726137331435,0.6271845710310462,0.17900003608431303,0.03678978995773554,0.15382259709334398,0.07413279062808978,0.6660650167186641,0.38568779849945406,0.09344346332397561,0.8070447696102092,0.5103571041009055,0.5499695266610343
0089-002-001,2019-20,Mainland Rural,0.656195287826884,0.718070362735278,0.23535537190122113,0.06407374603247792,0.14542491215557893,0.07279881764338453,0.6791627651125894,0.6875596557106416,0.10781577208718689,0.7645033063833805,0.5061936812068482,0.6027988615848145
0089-002-002,2019-20,Mainland Other Urban,0.6384795023892265,0.7137851111494059,0.15047082005352028,0.04420518531195597,0.14730721158568807,0.04200704911169264,0.6685957542377671,0.5592628242883619,0.08374444751681213,0.7863665805411243,0.5080093940348188,0.6046146760984354
0090-001-001,2019-20,Mainland Rural,0.9705617312988949,1.0605869139571338,0.39374863630961754,0.08166756130622485,0.1721182410634703,0.16326375678225194,0.9271100467189142,1.0181187252707042,0.20470748150168294,0.9846361025726226,0.6565301301371084,0.8668331078283033
0090-001-005,2019-20,Mainland Other Urban,0.6940404846790994,0.7853675420597723,0.1994672503169416,0.056441575472444085,0.1438521195730613,0.05883530500600388,0.6974235416346013,0.7059602028668837,0.10277329058315372,0.7863525855173408,0.5162535666652426,0.6515615650906185
0091-001-001,2019-20,Mainland Other Urban,0.7863090922002123,0.9051642930946737,0.21596891474336527,0.06601017666278293,0.17458727218308165,0.05556753677854513,0.809568380875823,0.7951727428985171,0.1057895036063587,0.9356030772322299,0.6120324640080353,0.7516881128778569
0092-001-001,2019-20,Mainland Other Urban,0.5865072983212682,0.6473025020496526,0.14369426313097752,0.04266728453440893,0.12814384883945315,0.0395058927002414,0.5969146529962364,0.5254295506578124,0.07932104353110254,0.6938415473727249,0.4486788426402905,0.5452596253908876
0093-001-001,2019-20,Dar Es Salaam,0.6073659383345722,0.66489129669499,0.21264108851303873,0.06229336363443575,0.1051498497940315,0.059781082994809956,0.5379547560886626,0.6307392046091084,0.1078784537981031,0.6092432199859035,0.398320828462512,0.5280974728112281
0096-001-001,2019-20,Mainland Other Urban,0.6546215501108121,0.6923283888831073,0.12635226913416767,0.0322059598206416,0.1502341194850895,0.044008009708039815,0.6788018196339329,0.43391315011346004,0.0890666632196483,0.8160654064251807,0.5152923857856061,0.5983038905671844
