i,t,m,Beef,Bread,Coconuts,Eggs,Maize (flour),Plantains,Rice (husked),Salt,Soft drinks,Sugar,Sweets,Tea (dry)
0011-001-001,2019-20,Mainland Rural,0.5731503442998632,0.5091585875505378,1.070974015110294,0.19610318813358246,3.5094426560351075,1.6514413154461083,1.6431209663267639,0.1737256217409891,0.7988566606369791,0.38175719596738555,0.019281619336973588,0.016400946945580693
0012-001-001,2019-20,Mainland Rural,2.6897337793085994,1.2258971390555637,7.186249406954816,0.6514484833761369,12.508353511407822,11.41855368882461,16.906619737479943,0.5541059468365062,6.81600450216802,2.9240443650627768,0.48460671828749974,0.09218016370366965
0012-001-010,2019-20,Mainland Rural,0.5119033145397586,0.5039919262304531,0.8408482492056547,0.18349919328339725,2.3487392860871323,1.3177747244944205,1.1495939670381037,0.1572314701772147,0.6702316044542966,0.3033097307286546,0.013956421137055853,0.014076418980114982
0013-001-001,2019-20,Mainland Rural,1.5233448470374427,0.7361470485250933,2.8138983760150165,0.4177407771605256,2.508235318546234,2.4378931409267266,2.7577644274781368,0.24184150807185328,3.005335560644419,0.901577960849585,0.08014830283557774,0.03741011568174877
0015-001-001,2019-20,Mainland Rural,1.2043423392779684,1.0950900990398282,2.024615508251018,0.49498952767969806,8.677089338680684,3.8417952321408957,5.5619393962363395,0.2838905106208902,1.8207413507106516,0.880962557841216,0.02632559369034843,0.024747656016355802
0016-001-001,2019-20,Mainland Rural,1.2060176683203896,0.6703535214676491,2.1316241951526442,0.3227952829521508,2.6430127457377925,2.2700359413560776,2.2056004799191093,0.21643645045304674,2.089203030350685,0.6753203297045729,0.048330089621056865,0.029220764928470835
0016-001-002,2019-20,Mainland Rural,1.0385606470373183,0.46079255258575263,1.7787432948274096,0.19727261658531095,7.646433176828606,3.047387661912175,2.9573217559981164,0.26640845278145003,1.331373609157084,0.9155411016673419,0.028263593412070395,0.037198722517415135
0017-001-001,2019-20,Mainland Rural,0.8411738793124653,0.40425989324318623,1.3127567861441132,0.20789596332975854,7.621711020139856,2.6175295069935975,2.455043262010209,0.22868023364908102,0.8214429605668463,0.5444028486677014,0.022057730141548163,0.01916501583513585
0017-002-001,2019-20,Mainland Other Urban,1.122479781083693,1.0009743455338238,1.6898483138854605,0.3855978355412312,4.679089345264628,2.1118219891598167,3.861106714128681,0.22530333583643555,1.3938460334383813,0.7404123303696625,0.027640263062163457,0.02827616825095248
0018-001-001,2019-20,Mainland Rural,1.07263475362617,0.9129833700233887,1.826002662951391,0.39330804847794226,7.767975812734085,4.555038880961484,4.103670805227995,0.27965217143118093,1.1339599395832967,0.8513746070031373,0.024015015055306628,0.027465987710374125
0020-001-001,2019-20,Mainland Rural,0.4452093960125537,0.519349374076406,0.5809317891392846,0.1305638593655379,12.561143223686013,3.3213886401376627,1.6374351836998815,0.17809956561262338,0.3099883171833293,0.28838041203756765,0.0019536384665165465,0.012152537246681366
0021-001-002,2019-20,Mainland Other Urban,0.7948531992721767,0.6224785630901427,1.1833861783146922,0.27430422035532287,6.818284122084061,2.4968433786379296,2.8845004406791883,0.24328649315828993,0.7237712005259662,0.5386977975807119,0.020292210637940403,0.023736691122445575
0024-001-001,2019-20,Mainland Other Urban,1.8251092128189104,0.8557505339229411,2.2145717175281217,0.3548998422061222,6.693747988788107,3.5989791088559135,6.209475101250968,0.2938432867703951,1.5994597159375876,1.0840531984988322,0.022397538730634867,0.04459536584938397
