policy,cost_per_hh_per_week_TSh,iron_pct_change,TSh_per_pct_iron_gain,annual_cost_1M_HHs_billion_TSh
20% egg subsidy,1005.5907073622668,4.213485370124778,238.6600685722773,52.290716782837876
20% cash transfer,7155.138288134662,15.337085985340204,466.5252770294062,372.0671909830024
