i,t,m,Energy,Protein,Vitamin A,Vitamin D,Vitamin E,Vitamin C,Vitamin B-6,Vitamin B-12,Calcium,Magnesium,Iron,Zinc
3527-001-01,2020-21,Zanzibar,40437.63574482139,1019.2163953539612,9775.15751998903,46.96277009989157,24.16132419813192,484.0231700551732,17.800827023936105,69.77042423385002,6025.755726821616,4651.497458580721,154.6650260737986,161.13424311010868
3549-001-01,2020-21,Zanzibar,51590.2519008973,1278.6840785862003,6475.993228490662,35.29505837887521,28.13462027028244,293.4997765843709,20.914499764806894,62.14078649876642,5937.06920317943,6399.440045359848,188.7694902253592,207.74107557852227
3565-001-01,2020-21,Zanzibar,38350.626363218296,919.2249893659821,4543.312635171798,22.166412453123062,22.201082622254184,230.102275949031,15.308987898522613,38.4980063799821,4305.8070051096,4992.835559989393,142.10692318870827,149.7192938902113
3588-001-01,2020-21,Zanzibar,86962.45966721937,2070.696697491513,13193.907747065248,62.55576108287535,36.8334054804215,657.387333679528,35.21750089672318,103.46746261052888,8401.801719629291,9907.360013295835,280.5985094056237,336.90243170498155
3606-001-01,2020-21,Mainland Rural,33604.727746539145,847.814233432773,3936.975622363266,21.654518742336176,49.17549410408174,170.4742166975993,20.20333470586026,40.49467690770053,2787.5118843504765,6878.773456009359,208.6852310361612,154.8860303111884
3622-001-01,2020-21,Mainland Other Urban,39158.34016677455,997.0362242469903,7281.766602118083,45.33748608262648,35.63993844421072,265.57564467275284,18.44469399152404,68.54050562632192,4564.76629566599,5497.344863270256,182.0999058206155,163.962479805293
3644-001-01,2020-21,Mainland Rural,93437.51996968001,2186.0418854792943,8004.635388640555,30.755613811778808,150.53534318861028,475.3945741217952,58.40054719068463,69.4657298054833,7036.177618795196,21162.175656722487,612.967984684481,419.396008189249
3665-001-01,2020-21,Mainland Rural,42477.93371636402,1018.5038056908845,3849.7952882819263,25.283553186652263,75.17722042909156,127.48528530580484,26.611131060200716,37.376249032610914,2714.1634374802925,10143.040021083458,295.0030118274418,191.7280297226933
3687-001-01,2020-21,Mainland Other Urban,48782.225732248735,1206.7587976458085,6090.809916538802,34.58736082896482,46.58635786745491,259.29937926509257,24.159466281920402,62.78249692281354,4961.094897914461,7638.154055364467,233.62270160903432,208.4069227677769
3698-001-01,2020-21,Mainland Other Urban,52664.243635096864,1324.9925939871098,5793.554320113716,36.93172655719623,58.060148624250075,210.60131977096842,27.268617324322697,65.34457296794426,4944.818243084365,9083.972197805548,274.26162038767916,231.4229839786974
3717-001-01,2020-21,Mainland Rural,42202.73902282728,1024.5710657737661,4442.8703333246385,24.86474468441548,58.744110049349715,191.68573202735448,24.087109116608048,44.98386453272883,3646.7257238289617,8430.12204697892,251.9579580612931,186.69911672791073
3740-001-01,2020-21,Mainland Rural,79009.24017902339,1899.7943502083729,7093.9537627192385,40.533772648875555,116.75813547502696,300.3276246794547,46.366257588897035,76.8730397803364,6216.445307156026,16513.474954876045,488.88479425984383,352.16102242950694
3756-001-01,2020-21,Mainland Rural,44303.52906555531,1077.58532944755,2150.360753481555,13.161100469004488,83.2633530692444,84.12219097379796,29.58752194192605,29.599357801933877,2402.9100232700216,11331.541662920776,324.5011133694961,210.81079123791366
3779-001-02,2020-21,Mainland Rural,18822.204886832707,485.06558356308403,2100.502929281987,12.317194620751849,31.081281346834512,83.63016940782924,11.607047557356294,21.21447228404634,1492.6371378587685,4227.936579987533,126.84367755483913,88.31972699211403
3799-001-01,2020-21,Mainland Rural,24497.471191845605,584.5980215631782,1024.1861551213017,7.06767143398327,53.77099700091716,31.740290072608996,17.309965685679355,11.519791937253252,1099.2429692990777,7065.438494032154,199.49721838579856,116.87029610734392
3819-001-01,2020-21,Mainland Other Urban,18356.146167790594,497.295795125628,2701.3927616473366,15.798897116989192,23.194170949979856,109.02296094778659,10.127152648542724,27.55525207749541,1938.2205587129977,3349.259362373702,105.49854114893114,85.28813488578027
