j,0
Beef,6658.6983615
Bread,2428.9593585000002
Coconuts,1499.7180764999998
Eggs,5544.646307
Maize (flour),1245.4132949999998
Plantains,1250.7492714999998
Rice (husked),1781.760992
Salt,1099.0064925000001
Soft drinks,1536.1296415000002
Sugar,2662.6386405
Sweets,13688.892414999998
Tea (dry),13058.13946
